review_id,item_id,product_name,rating,review,sentiment
REV00067,IKEA00932,MICKE,5,Excellent product for the price.,Positive
REV00068,IKEA00931,EKET,5,Looks great in my room.,Positive
REV00069,IKEA00459,KALLAX,3,Decent quality for the price.,Positive
REV00070,IKEA00796,EKET,5,Excellent product for the price.,Positive
REV00071,IKEA00754,MALM,5,Very useful and practical furniture.,Positive
REV00072,IKEA00615,BRIMNES,3,The product is good.,Positive
REV00073,IKEA00841,TROFAST,5,Beautiful Scandinavian design.,Positive
REV00074,IKEA00465,POANG,5,Excellent product for the price.,Positive
REV00075,IKEA00723,IVAR,4,Very useful and practical furniture.,Positive
REV00076,IKEA00863,MICKE,5,Very useful and practical furniture.,Positive
REV00077,IKEA00927,MICKE,4,Very useful and practical furniture.,Positive
REV00078,IKEA00950,TROFAST,4,Looks great in my room.,Positive
REV00079,IKEA00817,MICKE,3,Size was as expected.,Neutral
REV00080,IKEA00422,KALLAX,4,Good quality and durable.,Positive
REV00081,IKEA00392,POANG,5,Perfect for a small apartment.,Positive
REV00082,IKEA00745,IVAR,5,Beautiful Scandinavian design.,Positive
REV00083,IKEA00837,LACK,4,Looks great in my room.,Positive
REV00084,IKEA00438,IVAR,4,Very useful and practical furniture.,Positive
REV00085,IKEA00223,TROFAST,5,Very useful and practical furniture.,Positive
REV00086,IKEA00616,MALM,5,Perfect for a small apartment.,Positive
REV00087,IKEA00845,LACK,3,Decent quality for the price.,Positive
REV00088,IKEA00692,EKET,5,Excellent product for the price.,Positive
REV00089,IKEA00788,POANG,5,Very useful and practical furniture.,Positive
REV00090,IKEA00370,EKET,5,Very good quality and easy to assemble.,Positive
REV00091,IKEA00423,TROFAST,4,Good quality and durable.,Positive
REV00092,IKEA00353,BRIMNES,4,Good quality and durable.,Positive
REV00093,IKEA01154,POANG,5,Good quality and durable.,Positive
REV00094,IKEA00824,IVAR,5,Perfect for a small apartment.,Positive
REV00095,IKEA00406,KALLAX,4,Looks great in my room.,Positive
REV00096,IKEA00960,KALLAX,4,Good quality and durable.,Positive
REV00097,IKEA00268,BRIMNES,5,Very useful and practical furniture.,Positive
REV00098,IKEA00648,MALM,5,Perfect for a small apartment.,Positive
REV00099,IKEA01087,HEMNES,5,Very good quality and easy to assemble.,Positive
REV00100,IKEA00199,HEMNES,5,Very good quality and easy to assemble.,Positive
REV00101,IKEA00044,IVAR,1,Assembly instructions could be better.,Positive
REV00102,IKEA00679,BRIMNES,5,Looks great in my room.,Positive
REV00103,IKEA00731,BRIMNES,4,Excellent product for the price.,Positive
REV00104,IKEA00437,ALEX,4,Very good quality and easy to assemble.,Positive
REV00105,IKEA00744,MICKE,5,Looks great in my room.,Positive
REV00106,IKEA01195,LACK,5,Very useful and practical furniture.,Positive
REV00107,IKEA00973,LACK,4,Excellent product for the price.,Positive
REV00108,IKEA00594,BRIMNES,4,Perfect for a small apartment.,Positive
REV00109,IKEA01151,BRIMNES,4,Excellent product for the price.,Positive
REV00110,IKEA00335,LACK,4,Beautiful Scandinavian design.,Positive
REV00111,IKEA00840,MICKE,4,Beautiful Scandinavian design.,Positive
REV00112,IKEA00962,POANG,5,Looks great in my room.,Positive
REV00113,IKEA00511,MICKE,5,Good quality and durable.,Positive
REV00114,IKEA00301,LACK,5,Very good quality and easy to assemble.,Positive
REV00115,IKEA00081,BESTA,3,The product is good.,Positive
REV00116,IKEA00969,POANG,4,Excellent product for the price.,Positive
REV00117,IKEA00041,EKET,5,Perfect for a small apartment.,Positive
REV00118,IKEA00743,POANG,5,Beautiful Scandinavian design.,Positive
REV00119,IKEA01172,ALEX,4,Very good quality and easy to assemble.,Positive
REV00120,IKEA01008,MALM,5,Beautiful Scandinavian design.,Positive
REV00121,IKEA00705,BRIMNES,5,Very good quality and easy to assemble.,Positive
REV00122,IKEA00758,POANG,3,Decent quality for the price.,Positive
REV00123,IKEA00615,BRIMNES,5,Excellent product for the price.,Positive
REV00124,IKEA00228,EKET,5,Perfect for a small apartment.,Positive
REV00125,IKEA00404,BILLY,5,Looks great in my room.,Positive
REV00126,IKEA00599,MALM,5,Perfect for a small apartment.,Positive
REV00127,IKEA00171,HEMNES,4,Perfect for a small apartment.,Positive
REV00128,IKEA01014,PAX,1,Product was smaller than expected.,Neutral
REV00129,IKEA00856,MICKE,5,Looks great in my room.,Positive
REV00130,IKEA00518,BRIMNES,4,Looks great in my room.,Positive
REV00131,IKEA01066,MICKE,5,Very good quality and easy to assemble.,Positive
REV00132,IKEA01003,EKET,4,Excellent product for the price.,Positive
REV00133,IKEA00107,TROFAST,5,Good quality and durable.,Positive
REV00134,IKEA00628,PAX,4,Very useful and practical furniture.,Positive
REV00135,IKEA00692,EKET,2,Not completely satisfied.,Negative
REV00136,IKEA00165,EKET,4,Very good quality and easy to assemble.,Positive
REV00137,IKEA00268,BRIMNES,5,Beautiful Scandinavian design.,Positive
REV00138,IKEA00022,HEMNES,5,Very good quality and easy to assemble.,Positive
REV00139,IKEA00620,PAX,4,Very useful and practical furniture.,Positive
REV00140,IKEA00779,BRIMNES,4,Good quality and durable.,Positive
REV00141,IKEA00554,POANG,5,Looks great in my room.,Positive
REV00142,IKEA00752,MALM,5,Perfect for a small apartment.,Positive
REV00143,IKEA00870,BILLY,4,Looks great in my room.,Positive
REV00144,IKEA00272,LACK,5,Good quality and durable.,Positive
REV00145,IKEA00536,IVAR,5,Very useful and practical furniture.,Positive
REV00146,IKEA00577,KALLAX,4,Very useful and practical furniture.,Positive
REV00147,IKEA00174,BRIMNES,5,Looks great in my room.,Positive
REV00148,IKEA01043,POANG,5,Very good quality and easy to assemble.,Positive
REV00149,IKEA00264,PAX,5,Very good quality and easy to assemble.,Positive
REV00150,IKEA00498,BESTA,3,Assembly takes some time.,Neutral
REV00151,IKEA00134,BESTA,4,Perfect for a small apartment.,Positive
REV00152,IKEA00486,POANG,5,Perfect for a small apartment.,Positive
REV00153,IKEA00155,POANG,1,Assembly instructions could be better.,Positive
REV00154,IKEA00699,LACK,5,Beautiful Scandinavian design.,Positive
REV00155,IKEA00145,BRIMNES,4,Good quality and durable.,Positive
REV00156,IKEA00944,EKET,5,Looks great in my room.,Positive
REV00157,IKEA00217,BESTA,5,Very good quality and easy to assemble.,Positive
REV00158,IKEA00285,BRIMNES,4,Good quality and durable.,Positive
REV00159,IKEA00167,LACK,4,Good quality and durable.,Positive
REV00160,IKEA00188,KALLAX,1,Quality was average.,Negative
REV00161,IKEA00431,KALLAX,2,Assembly instructions could be better.,Positive
REV00162,IKEA00793,LACK,4,Beautiful Scandinavian design.,Positive
REV00163,IKEA00395,LACK,5,Excellent product for the price.,Positive
REV00164,IKEA01015,PAX,5,Excellent product for the price.,Positive
REV00165,IKEA00961,BESTA,4,Good quality and durable.,Positive
REV00166,IKEA00126,ALEX,4,Beautiful Scandinavian design.,Positive
REV00167,IKEA00013,MALM,3,Decent quality for the price.,Positive
REV00168,IKEA00540,BRIMNES,3,Size was as expected.,Neutral
REV00169,IKEA01179,BESTA,5,Good quality and durable.,Positive
REV00170,IKEA00254,KALLAX,5,Very good quality and easy to assemble.,Positive
REV00171,IKEA00386,BILLY,4,Looks great in my room.,Positive
REV00172,IKEA00467,MALM,4,Good quality and durable.,Positive
REV00173,IKEA00608,BESTA,5,Beautiful Scandinavian design.,Positive
REV00174,IKEA00585,MICKE,4,Looks great in my room.,Positive
REV00175,IKEA00707,ALEX,5,Beautiful Scandinavian design.,Positive
REV00176,IKEA00015,POANG,5,Good quality and durable.,Positive
REV00177,IKEA00516,KALLAX,4,Excellent product for the price.,Positive
REV00178,IKEA00133,HEMNES,3,The product is good.,Positive
REV00179,IKEA00705,BRIMNES,5,Very good quality and easy to assemble.,Positive
REV00180,IKEA00881,EKET,3,The product is good.,Positive
REV00181,IKEA00025,EKET,5,Good quality and durable.,Positive
REV00182,IKEA00181,TROFAST,4,Perfect for a small apartment.,Positive
REV00183,IKEA00741,MALM,5,Beautiful Scandinavian design.,Positive
REV00184,IKEA00135,EKET,5,Good quality and durable.,Positive
REV00185,IKEA00654,BILLY,5,Good quality and durable.,Positive
REV00186,IKEA00984,BILLY,4,Looks great in my room.,Positive
REV00187,IKEA01002,MALM,4,Good quality and durable.,Positive
REV00188,IKEA00390,TROFAST,4,Excellent product for the price.,Positive
REV00189,IKEA00088,LACK,5,Very useful and practical furniture.,Positive
REV00190,IKEA00953,KALLAX,5,Looks great in my room.,Positive
REV00191,IKEA00826,KALLAX,5,Very useful and practical furniture.,Positive
REV00192,IKEA00927,MICKE,4,Good quality and durable.,Positive
REV00193,IKEA00790,ALEX,4,Very good quality and easy to assemble.,Positive
REV00194,IKEA00286,EKET,5,Very useful and practical furniture.,Positive
REV00195,IKEA00306,MICKE,4,Very good quality and easy to assemble.,Positive
REV00196,IKEA00890,POANG,5,Good quality and durable.,Positive
REV00197,IKEA00354,ALEX,4,Excellent product for the price.,Positive
REV00198,IKEA00445,POANG,3,The product is good.,Positive
REV00199,IKEA00968,BILLY,3,Assembly takes some time.,Neutral
REV00200,IKEA00406,KALLAX,2,Not completely satisfied.,Negative
REV00201,IKEA00325,LACK,4,Perfect for a small apartment.,Positive
REV00202,IKEA01126,EKET,4,Excellent product for the price.,Positive
REV00203,IKEA00997,PAX,5,Very useful and practical furniture.,Positive
REV00204,IKEA00887,TROFAST,4,Perfect for a small apartment.,Positive
REV00205,IKEA00328,HEMNES,5,Good quality and durable.,Positive
REV00206,IKEA00123,MICKE,4,Very good quality and easy to assemble.,Positive
REV00207,IKEA00138,BILLY,5,Good quality and durable.,Positive
REV00208,IKEA00977,MICKE,5,Excellent product for the price.,Positive
REV00209,IKEA00482,MALM,5,Very useful and practical furniture.,Positive
REV00210,IKEA00444,ALEX,4,Very good quality and easy to assemble.,Positive
REV00211,IKEA00631,POANG,5,Looks great in my room.,Positive
REV00212,IKEA00637,BRIMNES,5,Very useful and practical furniture.,Positive
REV00213,IKEA00250,BESTA,5,Beautiful Scandinavian design.,Positive
REV00214,IKEA00578,MALM,4,Looks great in my room.,Positive
REV00215,IKEA00263,KALLAX,4,Very useful and practical furniture.,Positive
REV00216,IKEA00130,LACK,1,Some parts were difficult to assemble.,Negative
REV00217,IKEA00855,BESTA,4,Looks great in my room.,Positive
REV00218,IKEA00479,EKET,5,Looks great in my room.,Positive
REV00219,IKEA00976,TROFAST,5,Beautiful Scandinavian design.,Positive
REV00220,IKEA00698,BESTA,5,Looks great in my room.,Positive
REV00221,IKEA00399,MICKE,5,Looks great in my room.,Positive
REV00222,IKEA01173,HEMNES,5,Excellent product for the price.,Positive
REV00223,IKEA00486,POANG,5,Excellent product for the price.,Positive
REV00224,IKEA01001,TROFAST,5,Very good quality and easy to assemble.,Positive
REV00225,IKEA00642,KALLAX,5,Very good quality and easy to assemble.,Positive
REV00226,IKEA00787,TROFAST,5,Beautiful Scandinavian design.,Positive
REV00227,IKEA00659,TROFAST,3,The product is good.,Positive
REV00228,IKEA00948,BILLY,5,Good quality and durable.,Positive
REV00229,IKEA00545,IVAR,3,The product is good.,Positive
REV00230,IKEA00396,POANG,5,Looks great in my room.,Positive
REV00231,IKEA00294,MICKE,4,Perfect for a small apartment.,Positive
REV00232,IKEA00121,LACK,5,Excellent product for the price.,Positive
REV00233,IKEA00007,MALM,4,Perfect for a small apartment.,Positive
REV00234,IKEA00989,BESTA,5,Perfect for a small apartment.,Positive
REV00235,IKEA00559,BILLY,5,Very useful and practical furniture.,Positive
REV00236,IKEA00644,MICKE,5,Beautiful Scandinavian design.,Positive
REV00237,IKEA00410,BRIMNES,5,Good quality and durable.,Positive
REV00238,IKEA00386,BILLY,5,Beautiful Scandinavian design.,Positive
REV00239,IKEA00247,IVAR,4,Very good quality and easy to assemble.,Positive
REV00240,IKEA00400,PAX,5,Beautiful Scandinavian design.,Positive
REV00241,IKEA00579,BESTA,4,Very useful and practical furniture.,Positive
REV00242,IKEA00867,BILLY,5,Perfect for a small apartment.,Positive
REV00243,IKEA00023,BILLY,4,Excellent product for the price.,Positive
REV00244,IKEA00296,PAX,4,Very good quality and easy to assemble.,Positive
REV00245,IKEA00864,IVAR,3,The product is good.,Positive
REV00246,IKEA00303,KALLAX,4,Very useful and practical furniture.,Positive
REV00247,IKEA01138,HEMNES,4,Very useful and practical furniture.,Positive
REV00248,IKEA00644,MICKE,3,Assembly takes some time.,Neutral
REV00249,IKEA00934,BRIMNES,4,Good quality and durable.,Positive
REV00250,IKEA00929,ALEX,4,Beautiful Scandinavian design.,Positive
REV00251,IKEA00264,PAX,4,Very good quality and easy to assemble.,Positive
REV00252,IKEA00254,KALLAX,3,Assembly takes some time.,Neutral
REV00253,IKEA01132,LACK,5,Excellent product for the price.,Positive
REV00254,IKEA00646,IVAR,5,Very useful and practical furniture.,Positive
REV00255,IKEA01127,MICKE,2,Not completely satisfied.,Negative
REV00256,IKEA00664,HEMNES,4,Looks great in my room.,Positive
REV00257,IKEA00071,BILLY,5,Looks great in my room.,Positive
REV00258,IKEA01159,MICKE,5,Very good quality and easy to assemble.,Positive
REV00259,IKEA01048,BRIMNES,3,Decent quality for the price.,Positive
REV00260,IKEA01018,HEMNES,3,Overall good product.,Positive
REV00261,IKEA00287,KALLAX,4,Beautiful Scandinavian design.,Positive
REV00262,IKEA00335,LACK,5,Excellent product for the price.,Positive
REV00263,IKEA00189,PAX,5,Looks great in my room.,Positive
REV00264,IKEA00693,MICKE,3,Assembly takes some time.,Neutral
REV00265,IKEA00143,EKET,5,Beautiful Scandinavian design.,Positive
REV00266,IKEA00128,EKET,5,Good quality and durable.,Positive
REV00267,IKEA00811,MALM,5,Beautiful Scandinavian design.,Positive
REV00268,IKEA00184,TROFAST,5,Very useful and practical furniture.,Positive
REV00269,IKEA00326,BILLY,3,Assembly takes some time.,Neutral
REV00270,IKEA00466,MICKE,4,Good quality and durable.,Positive
REV00271,IKEA01143,HEMNES,2,Quality was average.,Negative
REV00272,IKEA00981,MICKE,2,Quality was average.,Negative
REV00273,IKEA00477,EKET,5,Perfect for a small apartment.,Positive
REV00274,IKEA00282,BRIMNES,5,Looks great in my room.,Positive
REV00275,IKEA00794,POANG,5,Good quality and durable.,Positive
REV00276,IKEA00811,MALM,1,Some parts were difficult to assemble.,Negative
REV00277,IKEA01009,LACK,2,Not completely satisfied.,Negative
REV00278,IKEA01127,MICKE,3,Decent quality for the price.,Positive
REV00279,IKEA00074,PAX,4,Beautiful Scandinavian design.,Positive
REV00280,IKEA01007,HEMNES,1,Assembly instructions could be better.,Positive
REV00281,IKEA01192,ALEX,5,Beautiful Scandinavian design.,Positive
REV00282,IKEA00337,IVAR,4,Excellent product for the price.,Positive
REV00283,IKEA01099,MALM,1,Product was smaller than expected.,Neutral
REV00284,IKEA00577,KALLAX,4,Looks great in my room.,Positive
REV00285,IKEA01047,BRIMNES,4,Perfect for a small apartment.,Positive
REV00286,IKEA00413,POANG,5,Looks great in my room.,Positive
REV00287,IKEA00686,KALLAX,4,Looks great in my room.,Positive
REV00288,IKEA00805,PAX,3,Assembly takes some time.,Neutral
REV00289,IKEA00925,EKET,2,Product was smaller than expected.,Neutral
REV00290,IKEA01049,HEMNES,5,Excellent product for the price.,Positive
REV00291,IKEA00379,MICKE,3,The product is good.,Positive
REV00292,IKEA00219,BESTA,5,Perfect for a small apartment.,Positive
REV00293,IKEA00422,KALLAX,4,Beautiful Scandinavian design.,Positive
REV00294,IKEA00612,BRIMNES,5,Good quality and durable.,Positive
REV00295,IKEA00439,ALEX,5,Perfect for a small apartment.,Positive
REV00296,IKEA00622,HEMNES,4,Very good quality and easy to assemble.,Positive
REV00297,IKEA00471,EKET,5,Perfect for a small apartment.,Positive
REV00298,IKEA00517,POANG,4,Very good quality and easy to assemble.,Positive
REV00299,IKEA00635,HEMNES,1,Quality was average.,Negative
REV00300,IKEA00684,EKET,4,Good quality and durable.,Positive
REV00301,IKEA00796,EKET,5,Very useful and practical furniture.,Positive
REV00302,IKEA00801,ALEX,5,Excellent product for the price.,Positive
REV00303,IKEA01007,HEMNES,5,Beautiful Scandinavian design.,Positive
REV00304,IKEA00585,MICKE,5,Good quality and durable.,Positive
REV00305,IKEA00509,MALM,3,Overall good product.,Positive
REV00306,IKEA00001,ALEX,5,Beautiful Scandinavian design.,Positive
REV00307,IKEA00103,EKET,5,Looks great in my room.,Positive
REV00308,IKEA00001,ALEX,4,Very useful and practical furniture.,Positive
REV00309,IKEA01164,MICKE,5,Very good quality and easy to assemble.,Positive
REV00310,IKEA00110,ALEX,4,Good quality and durable.,Positive
REV00311,IKEA00391,LACK,5,Good quality and durable.,Positive
REV00312,IKEA00764,HEMNES,3,The product is good.,Positive
REV00313,IKEA00046,BESTA,4,Very good quality and easy to assemble.,Positive
REV00314,IKEA00246,LACK,4,Looks great in my room.,Positive
REV00315,IKEA00936,EKET,5,Perfect for a small apartment.,Positive
REV00316,IKEA00420,MICKE,3,Overall good product.,Positive
REV00317,IKEA00976,TROFAST,4,Very good quality and easy to assemble.,Positive
REV00318,IKEA00177,IVAR,5,Very useful and practical furniture.,Positive
REV00319,IKEA01188,POANG,5,Looks great in my room.,Positive
REV00320,IKEA00554,POANG,2,Product was smaller than expected.,Neutral
REV00321,IKEA00983,BRIMNES,3,Decent quality for the price.,Positive
REV00322,IKEA00442,BRIMNES,3,The product is good.,Positive
REV00323,IKEA00062,HEMNES,2,Not completely satisfied.,Negative
REV00324,IKEA00954,ALEX,4,Very good quality and easy to assemble.,Positive
REV00325,IKEA01182,TROFAST,5,Good quality and durable.,Positive
REV00326,IKEA00130,LACK,5,Looks great in my room.,Positive
REV00327,IKEA00577,KALLAX,5,Excellent product for the price.,Positive
REV00328,IKEA00548,BILLY,2,Some parts were difficult to assemble.,Negative
REV00329,IKEA00386,BILLY,4,Very useful and practical furniture.,Positive
REV00330,IKEA00004,BESTA,5,Very good quality and easy to assemble.,Positive
REV00331,IKEA01154,POANG,5,Very useful and practical furniture.,Positive
REV00332,IKEA01145,ALEX,5,Very useful and practical furniture.,Positive
REV00333,IKEA00475,BILLY,5,Good quality and durable.,Positive
REV00334,IKEA00097,HEMNES,4,Very good quality and easy to assemble.,Positive
REV00335,IKEA00753,MALM,5,Very useful and practical furniture.,Positive
REV00336,IKEA01116,TROFAST,4,Good quality and durable.,Positive
REV00337,IKEA00761,PAX,5,Beautiful Scandinavian design.,Positive
REV00338,IKEA00299,MICKE,4,Good quality and durable.,Positive
REV00339,IKEA00711,POANG,4,Beautiful Scandinavian design.,Positive
REV00340,IKEA00823,IVAR,4,Looks great in my room.,Positive
REV00341,IKEA00599,MALM,3,The product is good.,Positive
REV00342,IKEA01111,BESTA,4,Very useful and practical furniture.,Positive
REV00343,IKEA00178,MICKE,5,Excellent product for the price.,Positive
REV00344,IKEA00682,BESTA,5,Good quality and durable.,Positive
REV00345,IKEA00956,EKET,5,Beautiful Scandinavian design.,Positive
REV00346,IKEA00337,IVAR,5,Looks great in my room.,Positive
REV00347,IKEA01038,BRIMNES,5,Good quality and durable.,Positive
REV00348,IKEA00298,PAX,5,Beautiful Scandinavian design.,Positive
REV00349,IKEA00327,POANG,5,Beautiful Scandinavian design.,Positive
REV00350,IKEA00286,EKET,5,Perfect for a small apartment.,Positive
REV00351,IKEA00422,KALLAX,5,Very useful and practical furniture.,Positive
REV00352,IKEA00168,BRIMNES,5,Very good quality and easy to assemble.,Positive
REV00353,IKEA01027,ALEX,5,Beautiful Scandinavian design.,Positive
REV00354,IKEA00213,POANG,5,Looks great in my room.,Positive
REV00355,IKEA01128,MALM,5,Excellent product for the price.,Positive
REV00356,IKEA00465,POANG,5,Perfect for a small apartment.,Positive
REV00357,IKEA00686,KALLAX,5,Looks great in my room.,Positive
REV00358,IKEA00765,IVAR,5,Very useful and practical furniture.,Positive
REV00359,IKEA01072,MALM,5,Very useful and practical furniture.,Positive
REV00360,IKEA00449,HEMNES,5,Good quality and durable.,Positive
REV00361,IKEA00836,LACK,5,Very good quality and easy to assemble.,Positive
REV00362,IKEA00463,LACK,5,Very useful and practical furniture.,Positive
REV00363,IKEA00319,EKET,5,Perfect for a small apartment.,Positive
REV00364,IKEA00386,BILLY,5,Perfect for a small apartment.,Positive
REV00365,IKEA01034,MICKE,5,Very useful and practical furniture.,Positive
REV00366,IKEA00296,PAX,5,Good quality and durable.,Positive
REV00367,IKEA00628,PAX,4,Very useful and practical furniture.,Positive
REV00368,IKEA00621,POANG,5,Beautiful Scandinavian design.,Positive
REV00369,IKEA00198,KALLAX,5,Excellent product for the price.,Positive
REV00370,IKEA00049,MALM,1,Some parts were difficult to assemble.,Negative
REV00371,IKEA00248,BILLY,4,Perfect for a small apartment.,Positive
REV00372,IKEA00147,POANG,3,The product is good.,Positive
REV00373,IKEA00244,TROFAST,4,Looks great in my room.,Positive
REV00374,IKEA00826,KALLAX,1,Product was smaller than expected.,Neutral
REV00375,IKEA00615,BRIMNES,4,Looks great in my room.,Positive
REV00376,IKEA00427,BRIMNES,4,Beautiful Scandinavian design.,Positive
REV00377,IKEA00980,ALEX,5,Beautiful Scandinavian design.,Positive
REV00378,IKEA00086,EKET,5,Very good quality and easy to assemble.,Positive
REV00379,IKEA01024,BESTA,4,Very good quality and easy to assemble.,Positive
REV00380,IKEA00524,IVAR,5,Perfect for a small apartment.,Positive
REV00381,IKEA00786,IVAR,5,Perfect for a small apartment.,Positive
REV00382,IKEA00201,HEMNES,4,Beautiful Scandinavian design.,Positive
REV00383,IKEA00719,MICKE,5,Good quality and durable.,Positive
REV00384,IKEA01005,BILLY,5,Very useful and practical furniture.,Positive
REV00385,IKEA00080,IVAR,5,Perfect for a small apartment.,Positive
REV00386,IKEA00178,MICKE,5,Beautiful Scandinavian design.,Positive
REV00387,IKEA00189,PAX,3,Overall good product.,Positive
REV00388,IKEA00932,MICKE,4,Looks great in my room.,Positive
REV00389,IKEA00495,MICKE,5,Very useful and practical furniture.,Positive
REV00390,IKEA00071,BILLY,4,Beautiful Scandinavian design.,Positive
REV00391,IKEA00925,EKET,4,Very useful and practical furniture.,Positive
REV00392,IKEA00195,ALEX,1,Quality was average.,Negative
REV00393,IKEA00058,POANG,5,Very useful and practical furniture.,Positive
REV00394,IKEA00142,TROFAST,5,Very useful and practical furniture.,Positive
REV00395,IKEA00563,HEMNES,5,Very useful and practical furniture.,Positive
REV00396,IKEA01098,BRIMNES,5,Very good quality and easy to assemble.,Positive
REV00397,IKEA00519,EKET,5,Good quality and durable.,Positive
REV00398,IKEA01059,MALM,5,Very useful and practical furniture.,Positive
REV00399,IKEA00601,BILLY,5,Very good quality and easy to assemble.,Positive
REV00400,IKEA00595,HEMNES,5,Very useful and practical furniture.,Positive
REV00401,IKEA00225,ALEX,5,Perfect for a small apartment.,Positive
REV00402,IKEA00158,EKET,4,Very useful and practical furniture.,Positive
REV00403,IKEA00511,MICKE,1,Quality was average.,Negative
REV00404,IKEA00772,BRIMNES,2,Quality was average.,Negative
REV00405,IKEA00458,KALLAX,4,Good quality and durable.,Positive
REV00406,IKEA01196,BESTA,5,Excellent product for the price.,Positive
REV00407,IKEA00911,EKET,5,Very good quality and easy to assemble.,Positive
REV00408,IKEA00208,ALEX,4,Excellent product for the price.,Positive
REV00409,IKEA01153,TROFAST,2,Not completely satisfied.,Negative
REV00410,IKEA00751,EKET,5,Very useful and practical furniture.,Positive
